Molecular Formula,rdkit_SMILES,SMILES,chemical name,Molecular Weight
C4H8IN,CC1(CI)CN1,CC1(CI)CN1,2-(iodomethyl)-2-methylaziridine,197.019
C4H8IN,CC1NC1CI,CC1C(CI)N1,2-(iodomethyl)-3-methylaziridine,197.019
C4H8IN,ICC1CCN1,ICC1NCC1,2-(iodomethyl)azetidine,197.019
C4H8IN,CCC1(I)CN1,IC1(CC)CN1,2-ethyl-2-iodoaziridine,197.019
C4H8IN,CCC1NC1I,IC1C(CC)N1,2-ethyl-3-iodoaziridine,197.019
C4H8IN,CC1(N)CC1I,NC(C)(C1)(C1I),2-iodo-1-methylcyclopropan-1-amine,197.019
C4H8IN,CC1NC1(C)I,CC1C(I)(C)N1,"2-iodo-2,3-dimethylaziridine",197.019
C4H8IN,CC1(I)CCN1,IC1(C)NCC1,2-iodo-2-methylazetidine,197.019
C4H8IN,CC1CNC1I,IC1NCC1C,2-iodo-3-methylazetidine,197.019
C4H8IN,CC1CC(I)N1,IC1CC(C)N1,2-iodo-4-methylazetidine,197.019
C4H8IN,C=CC(I)CN,NC(C(I)C=C),2-iodobut-3-en-1-amine,197.019
C4H8IN,C=CC(C)(N)I,NC(I)(C)(C=C),2-iodobut-3-en-2-amine,197.019
C4H8IN,NC1CCC1I,NC(C1)(C(I)C1),2-iodocyclobutan-1-amine,197.019
C4H8IN,CNC1CC1I,CNC(C1)(C1I),2-iodo-N-methylcyclopropan-1-amine,197.019
C4H8IN,C=C(I)CNC,CNC(C(I)=C),2-iodo-N-methylprop-2-en-1-amine,197.019
C4H8IN,IC1CCCN1,C(C1)NC(I)(C1),2-iodopyrrolidine,197.019
C4H8IN,ICC1CNC1,ICC1CNC1,3-(iodomethyl)azetidine,197.019
C4H8IN,CC1(C)NC1I,IC1C(C)(C)N1,"3-iodo-2,2-dimethylaziridine",197.019
C4H8IN,CC1NCC1I,CC1NCC1I,3-iodo-2-methylazetidine,197.019
C4H8IN,CC1(I)CNC1,IC1(C)CNC1,3-iodo-3-methylazetidine,197.019
C4H8IN,C=C(I)CCN,NC(CC(I)=C),3-iodobut-3-en-1-amine,197.019
C4H8IN,C=C(I)C(C)N,NC(C)(C(I)=C),3-iodobut-3-en-2-amine,197.019
C4H8IN,NC1CC(I)C1,NC(C1)(CC1I),3-iodocyclobutan-1-amine,197.019
C4H8IN,CNCC=CI,CNC(C=CI),3-iodo-N-methylprop-2-en-1-amine,197.019
C4H8IN,IC1CCNC1,C(C1)NC(C1I),3-iodopyrrolidine,197.019
C4H8IN,NCCC=CI,NC(CC=CI),4-iodobut-3-en-1-amine,197.019
C4H8IN,CC(N)C=CI,NC(C)(C=CI),4-iodobut-3-en-2-amine,197.019
C4H8IN,NC(I)C1CC1,NC(I)C(C1)(C1),cyclopropyliodomethanamine,197.019
C4H8IN,ICNC1CC1,C(I)NC(C1)(C1),N-(iodomethyl)cyclopropanamine,197.019
C4H8IN,C=CCNCI,C(I)NC(C=C),N-(iodomethyl)prop-2-en-1-amine,197.019
C3H2Br2,BrC1=C(Br)C1,BrC(C1)=C1Br,"1,2-dibromocycloprop-1-ene",197.857
C3H2Br2,BrC1=CC1Br,BrC1=CC1Br,"1,3-dibromocycloprop-1-ene",197.857
C3H2Br2,BrC#CCBr,C(Br)(C#CBr),"1,3-dibromoprop-1-yne",197.857
C3H2Br2,BrC1(Br)C=C1,BrC1(Br)C=C1,"3,3-dibromocycloprop-1-ene",197.857
C3H2Br2,C#CC(Br)Br,BrC(C#C)Br,"3,3-dibromoprop-1-yne",197.857
C2IOP,O=PC#CI,O=PC#CI,(iodoethynyl)(oxo)phosphane,197.899
C3H4IP,C#CC(P)I,PC(I)C#C,(1-iodoprop-2-yn-1-yl)phosphane,197.943
C3H4IP,PCC#CI,PCC#CI,(3-iodoprop-2-yn-1-yl)phosphane,197.943
C3H4IP,CPC#CI,CPC#CI,(iodoethynyl)(methyl)phosphane,197.943
C3H4IP,IC1C=CP1,IC1C=CP1,"2-iodo-1,2-dihydrophosphete",197.943
C3H4IP,IC1=CPC1,IC1=CPC1,"3-iodo-1,2-dihydrophosphete",197.943
C3H4IP,IC1=CCP1,IC1=CCP1,"4-iodo-1,2-dihydrophosphete",197.943
C3H4IP,C#CPCI,ICPC#C,ethynyl(iodomethyl)phosphane,197.943
C3H3IO2,O=C(O)C=CI,I/C=C\C(O)=O,3-iodoacrylic acid,197.959
C4H4FI,FC(I)=C1CC1,C(F)(I)=C(C1)(C1),(fluoroiodomethylene)cyclopropane,197.979
C4H4FI,FC(I)C1=CC1,FC(I)C1=CC1,1-(fluoroiodomethyl)cycloprop-1-ene,197.979
C4H4FI,FCC1=C(I)C1,IC(C1)=C1CF,1-(fluoromethyl)-2-iodocycloprop-1-ene,197.979
C4H4FI,FCC1=CC1I,FCC1=CC1I,1-(fluoromethyl)-3-iodocycloprop-1-ene,197.979
C4H4FI,FC=C1CC1I,C(F)=C(C1)(C1I),1-(fluoromethylene)-2-iodocyclopropane,197.979
C4H4FI,C=C1CC1(F)I,C=C(C1)(C1(F)I),1-fluoro-1-iodo-2-methylenecyclopropane,197.979
C4H4FI,CC#CC(F)I,C(C)#C(C(F)I),1-fluoro-1-iodobut-2-yne,197.979
C4H4FI,C=CC=C(F)I,C=C(C=C(F)I),"1-fluoro-1-iodobuta-1,3-diene",197.979
C4H4FI,FC1=C(CI)C1,FC(C1)=C1CI,1-fluoro-2-(iodomethyl)cycloprop-1-ene,197.979
C4H4FI,FC1CC1=CI,C(I)=C(C1)(C1F),1-fluoro-2-(iodomethylene)cyclopropane,197.979
C4H4FI,CC1C(F)=C1I,IC(C1C)=C1F,1-fluoro-2-iodo-3-methylcycloprop-1-ene,197.979
C4H4FI,C=C1C(F)C1I,C=C(C1I)(C1F),1-fluoro-2-iodo-3-methylenecyclopropane,197.979
C4H4FI,C=CC(I)=CF,C=C(C(I)=CF),"1-fluoro-2-iodobuta-1,3-diene",197.979
C4H4FI,FC1=C(I)CC1,C(C1)(C(I)=C1F),1-fluoro-2-iodocyclobut-1-ene,197.979
C4H4FI,FC1=CC1CI,FC1=CC1CI,1-fluoro-3-(iodomethyl)cycloprop-1-ene,197.979
C4H4FI,CC1=C(F)C1I,FC(C1I)=C1C,1-fluoro-3-iodo-2-methylcycloprop-1-ene,197.979
C4H4FI,CC1(I)C=C1F,FC1=CC1(C)I,1-fluoro-3-iodo-3-methylcycloprop-1-ene,197.979
C4H4FI,CC(I)C#CF,C(C(I)C#CF),1-fluoro-3-iodobut-1-yne,197.979
C4H4FI,C=C(I)C=CF,C=C(I)(C=CF),"1-fluoro-3-iodobuta-1,3-diene",197.979
C4H4FI,FC1=CC(I)C1,C(C1I)(C(F)=C1),1-fluoro-3-iodocyclobut-1-ene,197.979
C4H4FI,FC#CCCI,C(I)(CC#CF),1-fluoro-4-iodobut-1-yne,197.979
C4H4FI,FCC#CCI,C(CI)#C(CF),1-fluoro-4-iodobut-2-yne,197.979
C4H4FI,FC=CC=CI,C(I)=C(C=CF),"1-fluoro-4-iodobuta-1,3-diene",197.979
C4H4FI,FC1=CCC1I,C(C1I)(C=C1F),1-fluoro-4-iodocyclobut-1-ene,197.979
C4H4FI,C=CC(F)=CI,C=C(C(F)=CI),"2-fluoro-1-iodobuta-1,3-diene",197.979
C4H4FI,C=C(F)C(=C)I,C=C(I)(C(F)=C),"2-fluoro-3-iodobuta-1,3-diene",197.979
C4H4FI,FC(I)C1C=C1,FC(I)C1C=C1,3-(fluoroiodomethyl)cycloprop-1-ene,197.979
C4H4FI,FCC1C=C1I,IC1=CC1CF,3-(fluoromethyl)-1-iodocycloprop-1-ene,197.979
C4H4FI,FCC1(I)C=C1,IC1(CF)C=C1,3-(fluoromethyl)-3-iodocycloprop-1-ene,197.979
C4H4FI,FC1C=C1CI,ICC1=CC1F,3-fluoro-1-(iodomethyl)cycloprop-1-ene,197.979
C4H4FI,CC1=C(I)C1F,IC(C1F)=C1C,3-fluoro-1-iodo-2-methylcycloprop-1-ene,197.979
C4H4FI,CC1(F)C=C1I,IC1=CC1(C)F,3-fluoro-1-iodo-3-methylcycloprop-1-ene,197.979
C4H4FI,CC(F)C#CI,C(C(F)C#CI),3-fluoro-1-iodobut-1-yne,197.979
C4H4FI,C=C(F)C=CI,C=C(F)(C=CI),"3-fluoro-1-iodobuta-1,3-diene",197.979
C4H4FI,FC1C=C(I)C1,C(C1F)(C(I)=C1),3-fluoro-1-iodocyclobut-1-ene,197.979
C4H4FI,FC1(CI)C=C1,FC1(CI)C=C1,3-fluoro-3-(iodomethyl)cycloprop-1-ene,197.979
C4H4FI,CC1=CC1(F)I,CC1=CC1(I)F,3-fluoro-3-iodo-1-methylcycloprop-1-ene,197.979
C4H4FI,C#CC(C)(F)I,C(C(F)(I)C#C),3-fluoro-3-iodobut-1-yne,197.979
C4H4FI,FC1(I)C=CC1,C(C1(F)I)(C=C1),3-fluoro-3-iodocyclobut-1-ene,197.979
C4H4FI,C#CC(F)CI,C(I)(C(F)C#C),3-fluoro-4-iodobut-1-yne,197.979
C4H4FI,FC1C=CC1I,C(I)(C1F)(C=C1),3-fluoro-4-iodocyclobut-1-ene,197.979
C4H4FI,FCCC#CI,C(F)(CC#CI),4-fluoro-1-iodobut-1-yne,197.979
C4H4FI,FC1CC=C1I,C(C1F)(C=C1I),4-fluoro-1-iodocyclobut-1-ene,197.979
C4H4FI,C#CC(I)CF,C(F)(C(I)C#C),4-fluoro-3-iodobut-1-yne,197.979
C4H4FI,C#CCC(F)I,C(F)(I)(CC#C),4-fluoro-4-iodobut-1-yne,197.979
C4H7IO,OCC1(I)CC1,OCC(I)(C1)(C1),(1-iodocyclopropyl)methanol,198.003
C4H7IO,C=COC(C)I,IC(OC=C)C,(1-iodoethoxy)ethene,198.003
C4H7IO,OCC1CC1I,OCC(C1)(C1I),(2-iodocyclopropyl)methanol,198.003
C4H7IO,C=COCCI,ICCOC=C,(2-iodoethoxy)ethene,198.003
C4H7IO,ICOC1CC1,C(I)OC(C1)(C1),(iodomethoxy)cyclopropane,198.003
C4H7IO,CC=COCI,C(I)OC=C(C),1-(iodomethoxy)prop-1-ene,198.003
C4H7IO,OC1(CI)CC1,OC(CI)(C1)(C1),1-(iodomethyl)cyclopropan-1-ol,198.003
C4H7IO,C=C(I)OCC,CCOC(I)=C,1-ethoxy-1-iodoethene,198.003
C4H7IO,CCOC=CI,C(C)OC=C(I),1-ethoxy-2-iodoethene,198.003
C4H7IO,COC1(I)CC1,COC1(CC1)I,1-iodo-1-methoxycyclopropane,198.003
C4H7IO,CC=C(I)OC,COC(I)=CC,1-iodo-1-methoxyprop-1-ene,198.003
C4H7IO,COC1CC1I,COC1CC1I,1-iodo-2-methoxycyclopropane,198.003
C4H7IO,COC(C)=CI,COC(C)=C(I),1-iodo-2-methoxyprop-1-ene,198.003
C4H7IO,COCC=CI,COC(C=CI),1-iodo-3-methoxyprop-1-ene,198.003
C4H7IO,C=CCC(O)I,OC(I)(CC=C),1-iodobut-3-en-1-ol,198.003
C4H7IO,C=CC(O)CI,OC(CI)(C=C),1-iodobut-3-en-2-ol,198.003
C4H7IO,CCC(=O)CI,C(I)C(=O)C(C),1-iodobutan-2-one,198.003
C4H7IO,OC1(I)CCC1,OC(I)(C1)(CC1),1-iodocyclobutan-1-ol,198.003
C4H7IO,CC(I)C1CO1,IC(C)C1CO1,2-(1-iodoethyl)oxirane,198.003
C4H7IO,ICCC1CO1,ICCC1CO1,2-(2-iodoethyl)oxirane,198.003
C4H7IO,C=C(C)OCI,ICOC(C)=C,2-(iodomethoxy)prop-1-ene,198.003
C4H7IO,CC1(CI)CO1,CC1(CI)CO1,2-(iodomethyl)-2-methyloxirane,198.003
C4H7IO,CC1OC1CI,CC1C(CI)O1,2-(iodomethyl)-3-methyloxirane,198.003
C4H7IO,ICC1CCO1,ICC1OCC1,2-(iodomethyl)oxetane,198.003
C4H7IO,CCC1(I)CO1,IC1(CC)CO1,2-ethyl-2-iodooxirane,198.003
C4H7IO,CCC1OC1I,IC1C(CC)O1,2-ethyl-3-iodooxirane,198.003
C4H7IO,COC=C(C)I,COC=C(C)I,2-iodo-1-methoxyprop-1-ene,198.003
C4H7IO,CC1(O)CC1I,OC(C)(C1)(C1I),2-iodo-1-methylcyclopropan-1-ol,198.003
C4H7IO,CC1OC1(C)I,CC1C(I)(C)O1,"2-iodo-2,3-dimethyloxirane",198.003
C4H7IO,CC1(I)CCO1,IC1(C)OCC1,2-iodo-2-methyloxetane,198.003
C4H7IO,CC(C)(I)C=O,C(=O)C(I)(C)(C),2-iodo-2-methylpropanal,198.003
C4H7IO,C=C(I)COC,COCC(I)=C,2-iodo-3-methoxyprop-1-ene,198.003
C4H7IO,CC1COC1I,IC1OCC1C,2-iodo-3-methyloxetane,198.003
C4H7IO,CC1CC(I)O1,IC1CC(C)O1,2-iodo-4-methyloxetane,198.003
C4H7IO,C=CC(I)CO,OC(C(I)C=C),2-iodobut-3-en-1-ol,198.003
C4H7IO,C=CC(C)(O)I,OC(I)(C)(C=C),2-iodobut-3-en-2-ol,198.003
C4H7IO,CCC(I)C=O,C(=O)C(I)(CC),2-iodobutanal,198.003
C4H7IO,OC1CCC1I,OC(C1)(C(I)C1),2-iodocyclobutan-1-ol,198.003
C4H7IO,IC1CCCO1,C(C1)OC(I)(C1),2-iodotetrahydrofuran,198.003
C4H7IO,C=CCOCI,ICOCC=C,3-(iodomethoxy)prop-1-ene,198.003
C4H7IO,ICC1COC1,ICC1COC1,3-(iodomethyl)oxetane,198.003
C4H7IO,COC=CCI,COC=C(CI),3-iodo-1-methoxyprop-1-ene,198.003
C4H7IO,CC1(C)OC1I,IC1C(C)(C)O1,"3-iodo-2,2-dimethyloxirane",198.003
C4H7IO,C=C(CI)OC,COC(CI)=C,3-iodo-2-methoxyprop-1-ene,198.003
C4H7IO,CC1OCC1I,CC1OCC1I,3-iodo-2-methyloxetane,198.003
C4H7IO,CC(C=O)CI,C(=O)C(C)(CI),3-iodo-2-methylpropanal,198.003
C4H7IO,C=CC(I)OC,COC(C=C)I,3-iodo-3-methoxyprop-1-ene,198.003
C4H7IO,CC1(I)COC1,IC1(C)COC1,3-iodo-3-methyloxetane,198.003
C4H7IO,C=C(I)CCO,OC(CC(I)=C),3-iodobut-3-en-1-ol,198.003
C4H7IO,C=C(I)C(C)O,OC(C)(C(I)=C),3-iodobut-3-en-2-ol,198.003
C4H7IO,CC(=O)C(C)I,CC(=O)C(I)(C),3-iodobutan-2-one,198.003
C4H7IO,CC(I)CC=O,C(=O)C(C(I)C),3-iodobutanal,198.003
C4H7IO,OC1CC(I)C1,OC(C1)(CC1I),3-iodocyclobutan-1-ol,198.003
C4H7IO,IC1CCOC1,C(C1)OC(C1I),3-iodotetrahydrofuran,198.003
C4H7IO,OCCC=CI,OC(CC=CI),4-iodobut-3-en-1-ol,198.003
C4H7IO,CC(O)C=CI,OC(C)(C=CI),4-iodobut-3-en-2-ol,198.003
C4H7IO,CC(=O)CCI,CC(=O)C(CI),4-iodobutan-2-one,198.003
C4H7IO,O=CCCCI,C(=O)C(CCI),4-iodobutanal,198.003
C4H7IO,OC(I)C1CC1,OC(I)C(C1)(C1),cyclopropyliodomethanol,198.003
C3H7IN2,C=CC(I)NN,NNC(I)(C=C),(1-iodoallyl)hydrazine,198.007
C3H7IN2,NNC1(I)CC1,NNC(I)(C1)(C1),(1-iodocyclopropyl)hydrazine,198.007
C3H7IN2,C=C(I)CNN,NNC(C(I)=C),(2-iodoallyl)hydrazine,198.007
C3H7IN2,NNC1CC1I,NNC(C1)(C1I),(2-iodocyclopropyl)hydrazine,198.007
C3H7IN2,NNCC=CI,NNC(C=CI),(3-iodoallyl)hydrazine,198.007
C3H3IS,C#CC(S)I,SC(I)(C#C),1-iodoprop-2-yne-1-thiol,198.021
C3H3IS,ICC1=CS1,ICC1=CS1,2-(iodomethyl)thiirene,198.021
C3H3IS,CC1=C(I)S1,IC(S1)=C1C,2-iodo-3-methylthiirene,198.021
C3H3IS,SCC#CI,SC(C#CI),3-iodoprop-2-yne-1-thiol,198.021
C5H11I,CC(C)(C)CI,CC(C)(CI)C,"1-iodo-2,2-dimethylpropane",198.047
C5H11I,CCC(C)CI,CC(CC)CI,1-iodo-2-methylbutane,198.047
C5H11I,CC(C)CCI,CC(CCI)C,1-iodo-3-methylbutane,198.047
C5H11I,CCCCCI,CCCCCI,1-iodopentane,198.047
C5H11I,CCC(C)(C)I,IC(C)(CC)C,2-iodo-2-methylbutane,198.047
C5H11I,CC(C)C(C)I,CC(C(C)I)C,2-iodo-3-methylbutane,198.047
C5H11I,CCCC(C)I,CCCC(C)I,2-iodopentane,198.047
C5H11I,CCC(I)CC,CCC(CC)I,3-iodopentane,198.047
CBrCl3,ClC(Cl)(Cl)Br,BrC(Cl)(Cl)Cl,bromotrichloromethane,198.265
C2HBr2N,BrC1=C(Br)N1,BrC(N1)=C1Br,"2,3-dibromo-1H-azirine",198.845
C3H3FIN,C#CC(N)(F)I,NC(F)(I)(C#C),1-fluoro-1-iodoprop-2-yn-1-amine,198.967
C3H3FIN,NC(F)C#CI,NC(F)(C#CI),1-fluoro-3-iodoprop-2-yn-1-amine,198.967
C3H3FIN,FC(I)C1=CN1,FC(I)C1=CN1,2-(fluoroiodomethyl)-1H-azirine,198.967
C3H3FIN,FCC1=C(I)N1,IC(N1)=C1CF,2-(fluoromethyl)-3-iodo-1H-azirine,198.967
C3H3FIN,FC1=C(CI)N1,FC(N1)=C1CI,2-fluoro-3-(iodomethyl)-1H-azirine,198.967
C3H3FIN,NC(I)C#CF,NC(I)(C#CF),3-fluoro-1-iodoprop-2-yn-1-amine,198.967
C3H6INO,ICON1CC1,ICON1CC1,1-(iodomethoxy)aziridine,198.991
C3H6INO,ICN1CCO1,ICN1CCO1,"2-(iodomethyl)-1,2-oxazetidine",198.991
C3H6INO,CON1CC1I,IC1N(OC)C1,2-iodo-1-methoxyaziridine,198.991
C3H6INO,ON1CCC1I,IC1N(O)CC1,2-iodoazetidin-1-ol,198.991
C3H6INO,CNC(=O)CI,ICC(NC)=O,2-iodo-N-methylacetamide,198.991
C3H6INO,CC(I)C(N)=O,IC(C(N)=O)C,2-iodopropanamide,198.991
C3H6INO,CN1OCC1I,CN1C(I)CO1,"3-iodo-2-methyl-1,2-oxazetidine",198.991
C3H6INO,ON1CC(I)C1,IC1CN(O)C1,3-iodoazetidin-1-ol,198.991
C3H6INO,IC1CCON1,IC1NOCC1,3-iodoisoxazolidine,198.991
C3H6INO,NC(=O)CCI,ICCC(N)=O,3-iodopropanamide,198.991
C3H6INO,CN1CC(I)O1,CN1CC(I)O1,"4-iodo-2-methyl-1,2-oxazetidine",198.991
C3H6INO,IC1CNOC1,IC1CNOC1,4-iodoisoxazolidine,198.991
C3H6INO,IC1CCNO1,IC1ONCC1,5-iodoisoxazolidine,198.991
C3H6INO,C=CC(I)NO,IC(C=C)NO,N-(1-iodoallyl)hydroxylamine,198.991
C3H6INO,C=C(I)N(C)O,CN(O)C(I)=C,N-(1-iodovinyl)-N-methylhydroxylamine,198.991
C3H6INO,C=C(I)NOC,IC(NOC)=C,N-(1-iodovinyl)-O-methylhydroxylamine,198.991
C3H6INO,C=C(I)CNO,IC(CNO)=C,N-(2-iodoallyl)hydroxylamine,198.991
C3H6INO,CN(O)C=CI,IC=CN(O)C,N-(2-iodovinyl)-N-methylhydroxylamine,198.991
C3H6INO,CONC=CI,IC=CNOC,N-(2-iodovinyl)-O-methylhydroxylamine,198.991
C3H6INO,CC(=O)NCI,CC(NCI)=O,N-(iodomethyl)acetamide,198.991
C3H6INO,C=CN(O)CI,ICN(O)C=C,N-(iodomethyl)-N-vinylhydroxylamine,198.991
C3H6INO,C=CONCI,ICNOC=C,N-(iodomethyl)-O-vinylhydroxylamine,198.991
C3H6INO,C=CC(I)ON,NOC(C=C)I,O-(1-iodoallyl)hydroxylamine,198.991
C3H6INO,C=C(I)ONC,CNOC(I)=C,O-(1-iodovinyl)-N-methylhydroxylamine,198.991
C3H6INO,C=C(I)CON,NOCC(I)=C,O-(2-iodoallyl)hydroxylamine,198.991
C3H6INO,CNOC=CI,CNOC=CI,O-(2-iodovinyl)-N-methylhydroxylamine,198.991
C3H6INO,NOCC=CI,NOCC=CI,O-(3-iodoallyl)hydroxylamine,198.991
C3H6INO,C=CNOCI,C=CNOCI,O-(iodomethyl)-N-vinylhydroxylamine,198.991
C4H10IN,CC(C)C(N)I,NC(I)C(C)(C),1-iodo-2-methylpropan-1-amine,199.035
C4H10IN,CC(C)(N)CI,NC(C)(C)(CI),1-iodo-2-methylpropan-2-amine,199.035
C4H10IN,CCCC(N)I,NC(I)(CCC),1-iodobutan-1-amine,199.035
C4H10IN,CCC(N)CI,NC(CI)(CC),1-iodobutan-2-amine,199.035
C4H10IN,CC(I)N(C)C,CN(C(C)I)C,"1-iodo-N,N-dimethylethan-1-amine",199.035
C4H10IN,CCC(I)NC,CNC(I)(CC),1-iodo-N-methylpropan-1-amine,199.035
C4H10IN,CNC(C)CI,CNC(C)(CI),1-iodo-N-methylpropan-2-amine,199.035
C4H10IN,CC(C)(I)CN,NCC(I)(C)(C),2-iodo-2-methylpropan-1-amine,199.035
C4H10IN,CCC(I)CN,NC(C(I)CC),2-iodobutan-1-amine,199.035
C4H10IN,CCC(C)(N)I,NC(I)(C)(CC),2-iodobutan-2-amine,199.035
C4H10IN,CN(C)CCI,CN(CCI)C,"2-iodo-N,N-dimethylethan-1-amine",199.035
C4H10IN,CNCC(C)I,CNC(C(I)C),2-iodo-N-methylpropan-1-amine,199.035
C4H10IN,CNC(C)(C)I,CNC(C)(C)I,2-iodo-N-methylpropan-2-amine,199.035
C4H10IN,CC(CN)CI,NCC(C)(CI),3-iodo-2-methylpropan-1-amine,199.035
C4H10IN,CC(I)CCN,NC(CC(I)C),3-iodobutan-1-amine,199.035
C4H10IN,CC(N)C(C)I,NC(C)(C(I)C),3-iodobutan-2-amine,199.035
C4H10IN,CNCCCI,CNC(CCI),3-iodo-N-methylpropan-1-amine,199.035
C4H10IN,NCCCCI,NC(CCCI),4-iodobutan-1-amine,199.035
C4H10IN,CC(N)CCI,NC(C)(CCI),4-iodobutan-2-amine,199.035
C4H10IN,CCN(C)CI,CN(CC)CI,N-(iodomethyl)-N-methylethanamine,199.035
C4H10IN,CCCNCI,C(I)NC(CC),N-(iodomethyl)propan-1-amine,199.035
C4H10IN,CC(C)NCI,C(I)NC(C)(C),N-(iodomethyl)propan-2-amine,199.035
C4H10IN,CCNC(C)I,C(C)NC(I)(C),N-ethyl-1-iodoethan-1-amine,199.035
C4H10IN,CCNCCI,C(C)NC(CI),N-ethyl-2-iodoethan-1-amine,199.035
C2Br2O,BrC1=C(Br)O1,BrC(O1)=C1Br,"2,3-dibromooxirene",199.829
C3H4Br2,BrC1(Br)CC1,BrC1(Br)CC1,"1,1-dibromocyclopropane",199.873
C3H4Br2,CC=C(Br)Br,CC=C(Br)Br,"1,1-dibromoprop-1-ene",199.873
C3H4Br2,BrC1CC1Br,BrC1CC1Br,"1,2-dibromocyclopropane",199.873
C3H4Br2,CC(Br)=CBr,CC(Br)=CBr,"1,2-dibromoprop-1-ene",199.873
C3H4Br2,BrC=CCBr,C(Br)(C=CBr),"1,3-dibromoprop-1-ene",199.873
C3H4Br2,C=C(Br)CBr,BrCC(Br)=C,"2,3-dibromoprop-1-ene",199.873
C3H4Br2,C=CC(Br)Br,BrC(C=C)Br,"3,3-dibromoprop-1-ene",199.873
C2H2IOP,C=C(I)P=O,O=PC(I)=C,(1-iodovinyl)(oxo)phosphane,199.915
C2H2IOP,O=PC=CI,O=PC=CI,(2-iodovinyl)(oxo)phosphane,199.915
C3H2FIO,C#CC(O)(F)I,OC(F)(I)(C#C),1-fluoro-1-iodoprop-2-yn-1-ol,199.951
C3H2FIO,OC(F)C#CI,OC(F)(C#CI),1-fluoro-3-iodoprop-2-yn-1-ol,199.951
C3H2FIO,FC(I)C1=CO1,FC(I)C1=CO1,2-(fluoroiodomethyl)oxirene,199.951
C3H2FIO,FCC1=C(I)O1,IC(O1)=C1CF,2-(fluoromethyl)-3-iodooxirene,199.951
C3H2FIO,FC1=C(CI)O1,FC(O1)=C1CI,2-fluoro-3-(iodomethyl)oxirene,199.951
C3H2FIO,O=CC(F)=CI,C(=O)C(F)=C(I),2-fluoro-3-iodoacrylaldehyde,199.951
C3H2FIO,OC(I)C#CF,OC(I)(C#CF),3-fluoro-1-iodoprop-2-yn-1-ol,199.951
C3H2FIO,O=CC(I)=CF,C(=O)C(I)=C(F),3-fluoro-2-iodoacrylaldehyde,199.951
C3H2FIO,O=CC=C(F)I,C(=O)C=C(F)(I),3-fluoro-3-iodoacrylaldehyde,199.951
C3H6IP,C=CC(P)I,IC(P)C=C,(1-iodoallyl)phosphane,199.959
C3H6IP,C=C(I)PC,CPC(I)=C,(1-iodovinyl)(methyl)phosphane,199.959
C3H6IP,C=C(I)CP,PCC(I)=C,(2-iodoallyl)phosphane,199.959
C3H6IP,CPC=CI,CPC=CI,(2-iodovinyl)(methyl)phosphane,199.959
C3H6IP,PCC=CI,PCC=CI,(3-iodoallyl)phosphane,199.959
C3H6IP,C=CPCI,ICPC=C,(iodomethyl)(vinyl)phosphane,199.959
C3H6IP,ICP1CC1,ICP1CC1,1-(iodomethyl)phosphirane,199.959
C3H6IP,CP1CC1I,CP1C(I)C1,2-iodo-1-methylphosphirane,199.959
C3H6IP,IC1CCP1,IC1CCP1,2-iodophosphetane,199.959
C3H6IP,IC1CPC1,IC1CPC1,3-iodophosphetane,199.959
C3H5IO2,CC(=O)OCI,C(I)OC(=O)C,iodomethyl acetate,199.975
C3H5IO2,COC(=O)CI,COC(=O)C(I),methyl 2-iodoacetate,199.975
C2H5IN2O,NC(=O)NCI,NC(NCI)=O,1-(iodomethyl)urea,199.979
C4H6FI,FC(I)C1CC1,C(C(F)I)(C1)(C1),(fluoroiodomethyl)cyclopropane,199.995
C4H6FI,FCC1(I)CC1,C(I)(CF)(C1)(C1),1-(fluoromethyl)-1-iodocyclopropane,199.995
C4H6FI,FCC1CC1I,C(CF)(C1)(C1I),1-(fluoromethyl)-2-iodocyclopropane,199.995
C4H6FI,FC1(CI)CC1,C(F)(CI)(C1)(C1),1-fluoro-1-(iodomethyl)cyclopropane,199.995
C4H6FI,CC1CC1(F)I,C(C)(C1)(C1(F)I),1-fluoro-1-iodo-2-methylcyclopropane,199.995
C4H6FI,CC(C)=C(F)I,C(F)(I)=C(C)(C),1-fluoro-1-iodo-2-methylprop-1-ene,199.995
C4H6FI,CCC=C(F)I,C(CC=C(F)I),1-fluoro-1-iodobut-1-ene,199.995
C4H6FI,CC=CC(F)I,C(C)=C(C(F)I),1-fluoro-1-iodobut-2-ene,199.995
C4H6FI,FC1(I)CCC1,C(C1)(CC1(F)I),1-fluoro-1-iodocyclobutane,199.995
C4H6FI,FC1CC1CI,C(CI)(C1)(C1F),1-fluoro-2-(iodomethyl)cyclopropane,199.995
C4H6FI,CC1(F)CC1I,C(F)(C)(C1)(C1I),1-fluoro-2-iodo-1-methylcyclopropane,199.995
C4H6FI,CC1C(F)C1I,C(C)(C1I)(C1F),1-fluoro-2-iodo-3-methylcyclopropane,199.995
C4H6FI,CCC(I)=CF,C(CC(I)=CF),1-fluoro-2-iodobut-1-ene,199.995
C4H6FI,CC=C(I)CF,C(C)=C(I)(CF),1-fluoro-2-iodobut-2-ene,199.995
C4H6FI,FC1CCC1I,C(C1)(C(I)C1F),1-fluoro-2-iodocyclobutane,199.995
C4H6FI,CC(=CF)CI,C(F)=C(C)(CI),1-fluoro-3-iodo-2-methylprop-1-ene,199.995
